city,lat,lng,country
Ambatondrazaka,-17.83,48.42,Madagascar
Farafangana,-22.82,47.83,Madagascar
Ihosy,-22.40,46.12,Madagascar
Morondava,-20.28,44.28,Madagascar
Tolanaro,-25.03,46.99,Madagascar
Sambava,-14.27,50.17,Madagascar
Majuro,7.10,171.38,Marshall Islands
Vevcani,41.24,20.59,Macedonia
Kocani,41.92,22.41,Macedonia
Staro Nagoricane,42.20,21.83,Macedonia
Radovis,41.64,22.46,Macedonia
Sopiste,41.95,21.43,Macedonia
Petrovec,41.94,21.62,Macedonia
Bosilovo,41.44,22.73,Macedonia
Zrnovci,41.85,22.44,Macedonia
Gradsko,41.58,21.94,Macedonia
Lipkovo,42.16,21.59,Macedonia
Lozovo,41.78,21.91,Macedonia
Plasnica,41.47,21.12,Macedonia
Aracinovo,42.03,21.56,Macedonia
Studenicani,41.92,21.53,Macedonia
Resen,41.09,21.01,Macedonia
Bogovinje,41.92,20.91,Macedonia
Vinica,41.88,22.51,Macedonia
Belcista,41.30,20.83,Macedonia
Mogila,41.11,21.38,Macedonia
Veles,41.72,21.78,Macedonia
Kavadarci,41.43,22.01,Macedonia
Kumanovo,42.13,21.71,Macedonia
Ohrid,41.12,20.80,Macedonia
Strumica,41.44,22.64,Macedonia
Makedonski Brod,41.51,21.22,Macedonia
Rostusa,41.61,20.60,Macedonia
Struga,41.18,20.68,Macedonia
Cucer-Sandevo,42.10,21.38,Macedonia
Novo Selo,41.41,22.88,Macedonia
Zelenikovo,41.88,21.59,Macedonia
Star Dojran,41.19,22.72,Macedonia
Skopje,42.00,21.43,Macedonia
Stip,41.74,22.20,Macedonia
Makedonska Kamenica,42.02,22.59,Macedonia
Ilinden,41.99,21.58,Macedonia
Demir Hisar,41.22,21.20,Macedonia
Zelino,41.98,21.06,Macedonia
Prilep,41.35,21.56,Macedonia
Bitola,41.04,21.34,Macedonia
Krivogastani,41.34,21.33,Macedonia
Krusevo,41.37,21.25,Macedonia
Vasilevo,41.47,22.64,Macedonia
Gostivar,41.80,20.91,Macedonia
Vrapciste,41.83,20.89,Macedonia
Novaci,41.04,21.46,Macedonia
Caska,41.65,21.69,Macedonia
Kratovo,42.08,22.18,Macedonia
Probistip,42.00,22.17,Macedonia
Debar,41.52,20.52,Macedonia
Centar Zupa,41.48,20.56,Macedonia
Rosoman,41.52,21.95,Macedonia
Jegunovce,42.07,21.12,Macedonia
Demir Kapija,41.41,22.25,Macedonia
Negotino,41.48,22.09,Macedonia
Konce,41.50,22.38,Macedonia
Dolneni,41.43,21.45,Macedonia
Sveti Nikole,41.87,21.94,Macedonia
Valandovo,41.32,22.56,Macedonia
Kicevo,41.51,20.96,Macedonia
Delcevo,41.97,22.78,Macedonia
Tetovo,42.01,20.97,Macedonia
Cesinovo,41.87,22.29,Macedonia
Karbinci,41.82,22.24,Macedonia
Tearce,42.08,21.05,Macedonia
Kriva Palanka,42.20,22.33,Macedonia
Rankovce,42.17,22.12,Macedonia
Pehcevo,41.76,22.89,Macedonia
Gevgelija,41.14,22.50,Macedonia
Bogdanci,41.20,22.58,Macedonia
Berovo,41.70,22.86,Macedonia
Brvenica,41.97,20.98,Macedonia
Aguelhok,19.45,0.86,Mali
Bamako,12.65,-8.00,Mali
Kidal,18.44,1.41,Mali
Bourem,16.90,-0.35,Mali
Mopti,14.49,-4.18,Mali
Gao,16.27,-0.05,Mali
Satadougou,12.62,-11.41,Mali
Koulikoro,12.88,-7.55,Mali
Sikasso,11.32,-5.68,Mali
Araouane,18.90,-3.53,Mali
Segou,13.44,-6.26,Mali
Timbuktu,16.77,-3.02,Mali
Markala,13.67,-6.07,Mali
Taoudenni,22.67,-3.98,Mali
Kayes,14.45,-11.44,Mali
Sokolo,14.73,-6.13,Mali
Kita,13.05,-9.48,Mali
Nara,15.18,-7.28,Mali
Kati,12.75,-8.08,Mali
Kangaba,11.94,-8.44,Mali
San,13.30,-4.90,Mali
Bougouni,11.42,-7.49,Mali
Koutiala,12.39,-5.47,Mali
Djenne,13.90,-4.55,Mali
Yelimane,15.13,-10.57,Mali
Bafoulabe,13.80,-10.82,Mali
Nioro du Sahel,15.23,-9.59,Mali
Goundam,16.42,-3.67,Mali
Menaka,15.92,2.40,Mali
Tessalit,20.20,1.09,Mali
Banamba,13.55,-7.45,Mali
Rangoon,16.78,96.17,Burma
Allanmyo,19.38,95.23,Burma
Mudon,16.26,97.72,Burma
Mawlamyine,16.50,97.67,Burma
Phyarpon,16.29,95.68,Burma
Labutta,16.16,94.70,Burma
Dawei,14.10,98.20,Burma
Myeik,12.45,98.61,Burma
Ye,15.25,97.87,Burma
Namtu,23.08,97.40,Burma
Hinthada,17.65,95.47,Burma
Thongwa,16.75,96.52,Burma
Bago,17.32,96.52,Burma
Pathein,16.77,94.75,Burma
Yandoon,17.04,95.64,Burma
Wakema,16.61,95.18,Burma
Pyay,18.82,95.21,Burma
Chauk,20.91,94.82,Burma
Myitkyina,25.36,97.39,Burma
Monywa,22.11,95.15,Burma
Naypyidaw,19.77,96.12,Burma
Loikaw,19.67,97.21,Burma
Yaynangyoung,20.46,94.88,Burma
Kyaukphyu,19.43,93.55,Burma
Magway,20.14,94.92,Burma
Shwebo,22.58,95.69,Burma
Sagaing,21.88,95.96,Burma
Myingyan,21.46,95.39,Burma
Pakokku,21.33,95.09,Burma
Mandalay,21.97,96.09,Burma
Taunggyi,20.78,97.04,Burma
Pyu,18.48,96.44,Burma
Taungoo,18.95,96.42,Burma
Letpadan,17.78,95.74,Burma
Sittwe,20.14,92.88,Burma
Pa-an,16.85,97.62,Burma
Hakha,22.65,93.62,Burma
Olgiy,48.93,89.95,Mongolia
Mandalgovi,45.75,106.27,Mongolia
Ulaanbaatar,47.92,106.92,Mongolia
Moron,49.65,100.15,Mongolia
Darhan,49.62,106.35,Mongolia
Erdenet,49.05,104.12,Mongolia
Uliastay,47.75,96.82,Mongolia
Choyr,46.36,108.36,Mongolia
Altay,46.37,96.26,Mongolia
Buyant-Uhaa,44.87,110.15,Mongolia
Choybalsan,48.07,114.51,Mongolia
Ulaangom,49.98,92.07,Mongolia
Bulgan,48.81,103.53,Mongolia
Arvayheer,46.25,102.77,Mongolia
Tsetserleg,47.48,101.45,Mongolia
Bayankhongor,46.30,100.98,Mongolia
Darhan,49.49,105.92,Mongolia
Dzuunharaa,48.87,106.47,Mongolia
Dzuunmod,47.71,106.95,Mongolia
Ondorhaan,47.32,110.65,Mongolia
Dalandzadgad,43.58,104.44,Mongolia
Ulaan-Uul,44.33,111.23,Mongolia
Hodrogo,48.97,96.78,Mongolia
Baruun Urt,46.70,113.28,Mongolia
Suchboatar,50.25,106.20,Mongolia
Dund-Us,48.02,91.63,Mongolia
Macau,22.20,113.55,Macau
Fort-de-France,14.61,-61.08,Martinique
Bogue,16.59,-14.27,Mauritania
Chegga,25.38,-5.78,Mauritania
Boutilimit,17.55,-14.70,Mauritania
Timbedra,16.25,-8.17,Mauritania
Bir Mogrein,25.23,-11.58,Mauritania
Fderik,22.68,-12.71,Mauritania
Selibaby,15.17,-12.18,Mauritania
Aleg,17.06,-13.91,Mauritania
Akjoujt,19.75,-14.39,Mauritania
Kiffa,16.62,-11.40,Mauritania
Nema,16.62,-7.25,Mauritania
Nouadhibou,20.90,-17.06,Mauritania
Rosso,16.52,-15.81,Mauritania
Tidjikdja,18.55,-11.42,Mauritania
Atar,20.52,-13.05,Mauritania
Kaedi,16.15,-13.50,Mauritania
Zouirat,22.73,-12.48,Mauritania
Arafat,18.06,-15.96,Mauritania
Dar Naim,18.10,-15.93,Mauritania
Tevragh Zeina,18.10,-15.99,Mauritania
Nouakchott,18.09,-15.98,Mauritania
Ayoun el Atrous,16.67,-9.62,Mauritania
Plymouth,16.70,-62.22,Montserrat
Birzebbuga,35.83,14.53,Malta
Marsaskala,35.87,14.56,Malta
Marsaxlokk,35.84,14.54,Malta
Kirkop,35.84,14.49,Malta
Pieta,35.89,14.50,Malta
Zejtun,35.86,14.53,Malta
Attard,35.89,14.44,Malta
Pembroke,35.93,14.48,Malta
Zebbug,35.87,14.44,Malta
Ta' Xbiex,35.90,14.49,Malta
Sliema,35.91,14.50,Malta
San Lawrenz,36.06,14.20,Malta
Imqabba,35.85,14.47,Malta
Imdina,35.89,14.40,Malta
Qala,36.04,14.31,Malta
Imtarfa,35.89,14.40,Malta
Zurrieq,35.83,14.47,Malta
Gudja,35.85,14.50,Malta
Sannat,36.02,14.24,Malta
Valletta,35.90,14.51,Malta
Zabbar,35.88,14.54,Malta
Luqa,35.86,14.49,Malta
Qormi,35.88,14.47,Malta
Imgarr,35.92,14.37,Malta
Saint Paul's Bay,35.95,14.40,Malta
Qrendi,35.83,14.46,Malta
Munxar,36.03,14.23,Malta
Hamrun,35.88,14.48,Malta
Naxxar,35.91,14.44,Malta
Ghaxaq,35.85,14.52,Malta
Ghasri,36.06,14.23,Malta
Victoria,36.04,14.24,Malta
Iklin,35.91,14.45,Malta
Gharghur,35.92,14.45,Malta
Dingli,35.86,14.38,Malta
Siggiewi,35.86,14.44,Malta
Xewkija,36.03,14.26,Malta
Lija,35.90,14.45,Malta
Safi,35.83,14.48,Malta
Senglea,35.89,14.52,Malta
Xaghra,36.05,14.26,Malta
Xghajra,35.89,14.55,Malta
Zebbug,36.07,14.24,Malta
Gzira,35.91,14.49,Malta
Imsida,35.89,14.48,Malta
Kalkara,35.89,14.53,Malta
Kercem,36.04,14.23,Malta
Mellieha,35.96,14.36,Malta
Mosta,35.91,14.43,Malta
Nadur,36.04,14.29,Malta
Paola,35.87,14.50,Malta
Rabat,35.88,14.40,Malta
Marsa,35.88,14.50,Malta
San Giljan,35.92,14.48,Malta
San Gwann,35.91,14.48,Malta
Santa Lucija,36.04,14.22,Malta
Santa Venera,35.89,14.47,Malta
Swieqi,35.92,14.48,Malta
Tarxien,35.87,14.52,Malta
Balzan,35.90,14.46,Malta
Vittoriosa,35.89,14.52,Malta
Birkirkara,35.90,14.46,Malta
Cospicua,35.89,14.53,Malta
Fgura,35.87,14.51,Malta
Floriana,35.90,14.51,Malta
Fontana,36.04,14.24,Malta
Ghajnsielem,36.03,14.29,Malta
Gharb,36.06,14.21,Malta
Port Louis,-20.17,57.50,Mauritius
Curepipe,-20.32,57.52,Mauritius
Male,4.17,73.50,Maldives
Dhidhdhoo,6.89,73.11,Maldives
Eydhafushi,5.10,73.07,Maldives
Felidhoo,3.47,73.55,Maldives
Funadhoo,6.15,73.29,Maldives
Hithadhoo,-0.60,73.08,Maldives
Kudahuvadhoo,2.67,72.89,Maldives
Magoodhoo,3.08,72.96,Maldives
Kulhudhuffushi,6.62,73.07,Maldives
Mahibadhoo,3.76,72.97,Maldives
Manadhoo,5.77,73.41,Maldives
Muli,2.92,73.58,Maldives
Naifaru,5.44,73.37,Maldives
Thinadhoo,0.53,73.00,Maldives
Un'goofaaru,5.67,73.03,Maldives
Veymandoo,2.19,73.10,Maldives
Villin'gili,0.75,73.44,Maldives
Fonadhoo,1.83,73.50,Maldives
Fuvahmulaku,-0.30,73.43,Maldives
Rasdhoo,4.26,72.99,Maldives
Thulusdhoo,4.37,73.65,Maldives
Thyolo,-16.07,35.15,Malawi
Mwanza,-15.62,34.52,Malawi
Chiradzulu,-15.70,35.18,Malawi
Karonga,-9.93,33.93,Malawi
Neno,-15.40,34.65,Malawi
Zomba,-15.39,35.31,Malawi
Chikwawa,-16.04,34.80,Malawi
Mulanje,-16.03,35.50,Malawi
Blantyre,-15.79,34.99,Malawi
Chiromo,-16.55,35.13,Malawi
Phalombe,-15.81,35.65,Malawi
Nsanje,-16.92,35.27,Malawi
Nkhata Bay,-11.60,34.30,Malawi
Rumphi,-11.02,33.85,Malawi
Chitipa,-9.72,33.27,Malawi
Mzuzu,-11.46,34.02,Malawi
Mzimba,-11.90,33.60,Malawi
Ntchisi,-13.38,34.00,Malawi
Dowa,-13.65,33.94,Malawi
Mchinji,-13.80,32.90,Malawi
Nkhotakota,-12.92,34.30,Malawi
Kasungu,-13.04,33.48,Malawi
Ntcheu,-14.82,34.63,Malawi
Dedza,-14.37,34.33,Malawi
Salima,-13.78,34.43,Malawi
Lilongwe,-13.98,33.78,Malawi
Mangochi,-14.46,35.27,Malawi
Balaka,-14.99,34.96,Malawi
Machinga,-14.97,35.52,Malawi
Nacozari de Garcia,30.42,-109.65,Mexico
Nueva Rosita,27.95,-101.22,Mexico
San Felipe,31.02,-114.85,Mexico
Zacatecas,22.77,-102.58,Mexico
Irapuato,20.67,-101.50,Mexico
Vicente Guerrero,30.76,-116.01,Mexico
San Quintin,30.48,-115.95,Mexico
Chetumal,18.50,-88.30,Mexico
Esperanza,27.58,-109.93,Mexico
Izamal,20.93,-89.02,Mexico
Ticul,20.40,-89.53,Mexico
Villahermosa,18.00,-92.90,Mexico
Mazatlan,23.22,-106.42,Mexico
Ciudad Victoria,23.72,-99.13,Mexico
Mexicali,32.65,-115.48,Mexico
Aguascalientes,21.88,-102.29,Mexico
Chihuahua,28.65,-106.09,Mexico
Guanajuato,21.02,-101.28,Mexico
Chilpancingo,17.55,-99.50,Mexico
Pachuca,20.17,-98.73,Mexico
Guadalajara,20.67,-103.33,Mexico
Cuernavaca,18.92,-99.24,Mexico
Monterrey,25.67,-100.33,Mexico
Lazaro Cardenas,17.96,-102.20,Mexico
Miahuatlan,16.33,-96.60,Mexico
Mitla,16.92,-96.40,Mexico
Valladolid,20.67,-88.20,Mexico
Ciudad Constitucion,25.04,-111.66,Mexico
Villa Union,23.20,-106.23,Mexico
Eldorado,24.33,-107.37,Mexico
Tekax,20.20,-89.28,Mexico
Montemorelos,25.19,-99.84,Mexico
Xalapa,19.53,-96.92,Mexico
Teziutlan,19.82,-97.36,Mexico
Motul,21.10,-89.28,Mexico
Merida,20.97,-89.62,Mexico
Guerrero Negro,27.99,-114.17,Mexico
Saltillo,25.42,-101.01,Mexico
Punta Prieta,28.93,-114.17,Mexico
Salina Cruz,16.17,-95.20,Mexico
Durango,24.03,-104.67,Mexico
Acatlan,18.20,-98.05,Mexico
Tepic,21.51,-104.88,Mexico
Tecuala,22.40,-105.46,Mexico
Ayutla,16.90,-99.22,Mexico
Huajuapan de Leon,17.81,-97.79,Mexico
Pochutla,15.73,-96.47,Mexico
Colima,19.23,-103.72,Mexico
Autlan,19.77,-104.37,Mexico
Coalcoman,18.78,-103.15,Mexico
Apatzingan,19.08,-102.35,Mexico
Halacho,20.48,-90.08,Mexico
Peto,20.13,-88.92,Mexico
Papasquiaro,24.83,-105.34,Mexico
Puerto Escondido,15.86,-97.07,Mexico
Hermosillo,29.10,-110.95,Mexico
Juchitan,16.43,-95.02,Mexico
San Luis Potosi,22.17,-101.00,Mexico
Culiacan,24.83,-107.38,Mexico
Uruapan,19.42,-102.07,Mexico
Tehuantepec,16.33,-95.23,Mexico
Salamanca,20.57,-101.20,Mexico
Mexico City,19.44,-99.13,Mexico
Zamora,19.98,-102.28,Mexico
Tlaxiaco,17.27,-97.68,Mexico
Petatlan,17.52,-101.27,Mexico
La Cruz,23.92,-106.90,Mexico
Allende,28.33,-100.85,Mexico
Agua Prieta,31.32,-109.56,Mexico
Piedras Negras,28.71,-100.53,Mexico
Reynosa,26.08,-98.30,Mexico
Ojinaga,29.54,-104.41,Mexico
La Paz,24.14,-110.32,Mexico
Tapachula,14.90,-92.27,Mexico
Escuintla,15.33,-92.63,Mexico
Atlixco,18.90,-98.45,Mexico
Orizaba,18.85,-97.13,Mexico
Taxco,18.57,-99.62,Mexico
Iguala,18.37,-99.54,Mexico
Cabo San Lucas,22.89,-109.90,Mexico
Villanueva,22.35,-102.88,Mexico
Tecpan,17.25,-100.68,Mexico
Atoyac,17.20,-100.43,Mexico
Jaltipan,17.94,-94.74,Mexico
La Barca,20.28,-102.56,Mexico
Queretaro,20.63,-100.38,Mexico
Leon,21.15,-101.70,Mexico
Pijijiapan,15.69,-93.22,Mexico
Campeche,19.83,-90.50,Mexico
Toluca,19.33,-99.67,Mexico
Tlaxcala,19.32,-98.23,Mexico
Oaxaca,17.08,-96.67,Mexico
Puebla,19.05,-98.20,Mexico
Tuxtla Gutierrez,16.75,-93.15,Mexico
Lagos de Moreno,21.37,-101.93,Mexico
Progreso,21.28,-89.67,Mexico
Tuxpam,20.96,-97.41,Mexico
Balancan,17.80,-91.53,Mexico
Tizimin,21.13,-88.15,Mexico
Los Mochis,25.79,-109.00,Mexico
Altata,24.64,-107.92,Mexico
Navajoa,27.08,-109.45,Mexico
Santa Barbara,26.80,-105.82,Mexico
Ciudad Hidalgo,19.68,-100.57,Mexico
Parras,25.42,-102.18,Mexico
Hidalgo del Parral,26.93,-105.67,Mexico
Delicias,28.20,-105.50,Mexico
Ensenada,31.87,-116.62,Mexico
Linares,24.86,-99.57,Mexico
San Juan del Rio,20.38,-100.00,Mexico
Minatitlan,17.98,-94.53,Mexico
Villa Ahumada,30.61,-106.51,Mexico
Tehuacan,18.45,-97.38,Mexico
Ciudad del Carmen,18.65,-91.82,Mexico
Morelia,19.73,-101.19,Mexico
Escuinapa,22.85,-105.80,Mexico
Nezahualcoyotl,19.41,-99.03,Mexico
Gomez Palacio,25.57,-103.50,Mexico
Paraiso,18.40,-93.23,Mexico
Frontera,18.58,-92.65,Mexico
Tenosique,17.48,-91.43,Mexico
Tecoman,18.92,-103.88,Mexico
Aldama,22.92,-98.07,Mexico
Loreto,26.01,-111.35,Mexico
Santa Rosalia,27.32,-112.28,Mexico
El Fuerte,26.42,-108.62,Mexico
Guasave,25.57,-108.47,Mexico
Manzanillo,19.05,-104.32,Mexico
Celaya,20.53,-100.80,Mexico
San Pedro de las Colonias,25.76,-102.98,Mexico
Monclova,26.90,-101.42,Mexico
Torreon,25.57,-103.42,Mexico
Nogales,31.31,-110.95,Mexico
Rio Verde,21.93,-99.98,Mexico
Tamuin,21.98,-98.75,Mexico
Tamazunchale,21.27,-98.78,Mexico
Ciudad Valles,21.98,-99.02,Mexico
Cardenas,22.00,-99.67,Mexico
Guamuchil,25.47,-108.09,Mexico
Tijuana,32.50,-117.08,Mexico
Cozumel,20.51,-86.95,Mexico
Isla Mujeres,21.21,-86.71,Mexico
Cancun,21.17,-86.83,Mexico
Felipe Carrillo Puerto,19.58,-88.05,Mexico
Champoton,19.35,-90.72,Mexico
Cuencame,24.87,-103.70,Mexico
Canatlan,24.52,-104.78,Mexico
Compostela,21.23,-104.90,Mexico
Santiago Ixcuintla,21.82,-105.22,Mexico
Tuxpan,21.93,-105.27,Mexico
Matehuala,23.66,-100.65,Mexico
Fresnillo,23.17,-102.86,Mexico
Valparaiso,22.77,-103.57,Mexico
Sabinas Hidalgo,26.51,-100.18,Mexico
Ascension,31.10,-107.98,Mexico
Ciudad Juarez,31.69,-106.49,Mexico
Juan Aldama,24.29,-103.39,Mexico
Caborca,30.72,-112.16,Mexico
Magdalena,30.62,-111.05,Mexico
Mazatlan,29.02,-110.13,Mexico
Puerto Vallarta,20.68,-105.25,Mexico
Zumpango,19.81,-99.11,Mexico
Nuevo Laredo,27.50,-99.55,Mexico
Matamoros,25.88,-97.50,Mexico
San Fernando,24.85,-98.16,Mexico
Ciudad Madero,22.32,-97.84,Mexico
Tampico,22.30,-97.87,Mexico
Ciudad Mante,22.73,-98.95,Mexico
Tula,23.00,-99.72,Mexico
Ciudad Guzman,19.71,-103.46,Mexico
Ciudad Camargo,27.69,-105.17,Mexico
Cuauhtemoc,28.43,-106.87,Mexico
Nuevo Casas Grandes,30.42,-107.91,Mexico
Poza Rica de Hidalgo,20.55,-97.47,Mexico
Ometepec,16.68,-98.42,Mexico
Ciudad Altamirano,18.32,-100.65,Mexico
Huatabampo,26.83,-109.63,Mexico
Ciudad Obregon,27.47,-109.93,Mexico
Guaymas,27.93,-110.89,Mexico
Panuco,22.06,-98.19,Mexico
Cananea,30.99,-110.30,Mexico
Acapulco,16.85,-99.92,Mexico
San Cristobal de Las Casas,16.75,-92.63,Mexico
Veracruz,19.18,-96.16,Mexico
Coatzacoalcos,18.12,-94.42,Mexico
Santiago Tuxtla,18.47,-95.30,Mexico
Cordoba,18.92,-96.92,Mexico
Nautla,20.22,-96.78,Mexico
Sibu,2.30,111.84,Malaysia
Shah Alam,3.07,101.55,Malaysia
Bintulu,3.17,113.04,Malaysia
Kuching,1.53,110.33,Malaysia
Victoria,5.28,115.24,Malaysia
Taiping,4.87,100.72,Malaysia
Chukai,4.23,103.45,Malaysia
Kuala Lumpur,3.17,101.70,Malaysia
Kangar,6.43,100.19,Malaysia
Alor Setar,6.11,100.37,Malaysia
George Town,5.41,100.33,Malaysia
Butterworth,5.42,100.40,Malaysia
Sungai Petani,5.65,100.48,Malaysia
Sandakan,5.84,118.11,Malaysia
Lahad Datu,5.05,118.34,Malaysia
Kota Baharu,6.12,102.23,Malaysia
Johor Bahru,1.48,103.73,Malaysia
Keluang,2.04,103.32,Malaysia
Kuala Terengganu,5.33,103.12,Malaysia
Ipoh,4.60,101.07,Malaysia
Kuantan,3.83,103.32,Malaysia
Kota Kinabalu,5.98,116.11,Malaysia
Tawau,4.27,117.90,Malaysia
Kuala Lipis,4.18,102.04,Malaysia
Teluk Intan,4.01,101.03,Malaysia
Malacca,2.21,102.25,Malaysia
Muar,2.03,102.57,Malaysia
Miri,4.40,113.98,Malaysia
Seremban,2.71,101.94,Malaysia
Putrajaya,2.91,101.70,Malaysia
Raub,3.79,101.84,Malaysia
Batu Pahat,1.85,102.93,Malaysia
Kelang,3.02,101.55,Malaysia
Espungabera,-20.45,32.77,Mozambique
Quelimane,-17.88,36.89,Mozambique
Nicuadala,-17.61,36.82,Mozambique
Mapai,-22.84,31.96,Mozambique
Mocimboa,-11.32,40.35,Mozambique
Maxixe,-23.87,35.39,Mozambique
Mocambique,-15.04,40.68,Mozambique
Nampula,-15.14,39.29,Mozambique
Massangena,-21.54,32.96,Mozambique
Quissico,-24.73,34.77,Mozambique
Chiramba,-16.89,34.66,Mozambique
Xai-Xai,-25.04,33.64,Mozambique
Ligonha,-15.18,37.74,Mozambique
Vilanculos,-22.00,35.32,Mozambique
Dondo,-19.62,34.73,Mozambique
Macia,-25.02,33.09,Mozambique
Moatize,-16.10,33.95,Mozambique
Angoche,-16.23,39.91,Mozambique
Cuamba,-14.79,36.54,Mozambique
Inhambane,-23.86,35.34,Mozambique
Beira,-19.82,34.87,Mozambique
Lichinga,-13.30,35.24,Mozambique
Pemba,-12.98,40.53,Mozambique
Panda,-24.06,34.73,Mozambique
Manica,-18.97,32.88,Mozambique
Nacala,-14.52,40.72,Mozambique
Montepuez,-13.12,39.00,Mozambique
Maputo,-25.96,32.59,Mozambique
Mocuba,-16.85,38.26,Mozambique
Marrupa,-13.20,37.50,Mozambique
Chimoio,-19.12,33.47,Mozambique
Tete,-16.17,33.58,Mozambique
Matola,-25.97,32.46,Mozambique
Oshikango,-17.40,15.88,Namibia
Okahandja,-21.98,16.91,Namibia
Ongwediva,-17.78,15.77,Namibia
Windhoek,-22.57,17.08,Namibia
Oranjemund,-28.55,16.43,Namibia
Otavi,-19.64,17.34,Namibia
Rehoboth,-23.32,17.08,Namibia
Bethanie,-26.50,17.15,Namibia
Karasburg,-28.02,18.74,Namibia
Omaruru,-21.44,15.95,Namibia
Walvis Bay,-22.96,14.51,Namibia
Karibib,-21.94,15.85,Namibia
Luderitz,-26.65,15.16,Namibia
Grootfontein,-19.57,18.12,Namibia
Usakos,-22.00,15.58,Namibia
Outjo,-20.11,16.14,Namibia
Katima Mulilo,-17.50,24.26,Namibia
Outapi,-17.50,14.98,Namibia
Eenhana,-17.47,16.33,Namibia
Oshakati,-17.78,15.68,Namibia
Gobabis,-22.46,18.96,Namibia
Maltahohe,-24.84,16.94,Namibia
Opuwo,-18.06,13.82,Namibia
Swakopmund,-22.67,14.54,Namibia
Keetmanshoop,-26.57,18.13,Namibia
Otjiwarongo,-20.46,16.64,Namibia
Mariental,-24.62,17.96,Namibia
Rundu,-17.92,19.75,Namibia
Nkurenkuru,-17.62,18.60,Namibia
Tsumeb,-19.24,17.71,Namibia
Omuthiya,-18.36,16.58,Namibia
Kone,-21.07,164.87,New Caledonia
We,-20.90,167.27,New Caledonia
Noumea,-22.26,166.44,New Caledonia
Niamey,13.52,2.12,Niger
Maradi,13.49,7.10,Niger
Zinder,13.80,8.98,Niger
Ayorou,14.73,0.92,Niger
Gaya,11.89,3.45,Niger
Arlit,18.82,7.33,Niger
Birni Nkonni,13.79,5.26,Niger
Madaoua,14.08,5.96,Niger
Tahoua,14.90,5.26,Niger
Nguigmi,14.25,13.11,Niger
Dosso,13.05,3.20,Niger
Goure,13.99,10.27,Niger
Diffa,13.32,12.61,Niger
Tillaberi,14.21,1.45,Niger
Djado,21.02,12.31,Niger
Agadez,17.00,7.98,Niger
Kingston,-29.06,167.96,Norfolk Island
Abuja,9.08,7.53,Nigeria
Uyo,5.01,7.85,Nigeria
Akure,7.25,5.20,Nigeria
Koko,11.42,4.52,Nigeria
Port Harcourt,4.81,7.01,Nigeria
Gombe,10.29,11.17,Nigeria
Nsukka,6.87,7.38,Nigeria
Potiskum,11.71,11.08,Nigeria
Damaturu,11.75,11.97,Nigeria
Wukari,7.87,9.78,Nigeria
Maiduguri,11.85,13.16,Nigeria
Kontagora,10.40,5.47,Nigeria
Jos,9.93,8.89,Nigeria
Abakaliki,6.32,8.11,Nigeria
Ife,7.48,4.56,Nigeria
Abeokuta,7.16,3.35,Nigeria
Ikeja,6.60,3.34,Nigeria
Lagos,6.44,3.39,Nigeria
Ijebu Ode,6.82,3.92,Nigeria
Iwo,7.63,4.18,Nigeria
Oshogbo,7.77,4.56,Nigeria
Ilorin,8.49,4.55,Nigeria
Gusau,12.17,6.66,Nigeria
Yenagoa,4.93,6.27,Nigeria
Minna,9.62,6.55,Nigeria
Ado Ekiti,7.63,5.22,Nigeria
Ibadan,7.38,3.93,Nigeria
Iseyin,7.97,3.59,Nigeria
Funtua,11.52,7.32,Nigeria
Katsina,12.99,7.60,Nigeria
Oyo,7.85,3.93,Nigeria
Ogbomosho,8.13,4.24,Nigeria
Benin City,6.34,5.62,Nigeria
Keffi,8.85,7.87,Nigeria
Lafia,8.49,8.52,Nigeria
Ondo,7.09,4.84,Nigeria
Lokoja,7.80,6.74,Nigeria
Sokoto,13.06,5.24,Nigeria
Kaduna,10.52,7.44,Nigeria
Kano,12.00,8.52,Nigeria
Zaria,11.08,7.71,Nigeria
Ikare,7.53,5.76,Nigeria
Owo,7.20,5.59,Nigeria
Dutse,11.80,9.35,Nigeria
Idah,7.11,6.74,Nigeria
Mubi,10.27,13.27,Nigeria
Orlu,5.78,7.03,Nigeria
Bama,11.52,13.69,Nigeria
Bauchi,10.31,9.84,Nigeria
Makurdi,7.73,8.53,Nigeria
Oturkpo,7.19,8.13,Nigeria
Onitsha,6.14,6.78,Nigeria
Awka,6.21,7.07,Nigeria
Enugu,6.45,7.50,Nigeria
Biu,10.62,12.19,Nigeria
Owerri,5.49,7.03,Nigeria
Calabar,4.96,8.33,Nigeria
Sapele,5.89,5.68,Nigeria
Opobo,4.57,7.56,Nigeria
Aba,5.10,7.35,Nigeria
Umuahia,5.53,7.49,Nigeria
Warri,5.52,5.76,Nigeria
Asaba,6.20,6.73,Nigeria
Bida,9.08,6.01,Nigeria
Kumo,10.05,11.21,Nigeria
Azare,11.68,10.19,Nigeria
Gashua,12.87,11.04,Nigeria
Yola,9.21,12.48,Nigeria
Nguru,12.88,10.45,Nigeria
Jalingo,8.90,11.36,Nigeria
Numan,9.46,12.04,Nigeria
Birnin Kebbi,12.45,4.20,Nigeria
Managua,12.15,-86.27,Nicaragua
San Juan de Nicaragua,10.92,-83.70,Nicaragua
San Juan del Sur,11.25,-85.86,Nicaragua
San Carlos,11.20,-84.83,Nicaragua
